class,bruises,gill-spacing,gill-size,gill-color,stalk-root,ring-type,spore-print-color
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,broad,yellow,club,none,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,orange,bulbous,pendant,yellow
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,yellow,bulbous,pendant,yellow
edible,no,crowded,broad,gray,bulbous,pendant,white
edible,no,crowded,broad,pink,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,gray,bulbous,pendant,white
edible,no,crowded,broad,pink,bulbous,pendant,white
poisonous,no,close,broad,white,club,none,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,broad,yellow,club,none,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,gray,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,pink,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,pink,bulbous,pendant,white
edible,no,crowded,broad,pink,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,brown,bulbous,pendant,yellow
edible,yes,close,broad,white,bulbous,pendant,white
edible,no,crowded,broad,gray,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,pink,bulbous,pendant,white
edible,no,crowded,broad,pink,bulbous,pendant,white
edible,yes,close,broad,white,bulbous,pendant,white
edible,no,crowded,broad,white,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,orange,bulbous,pendant,orange
poisonous,no,crowded,narrow,white,club,evanescent,white
poisonous,no,close,broad,white,club,none,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,yes,close,broad,white,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,gray,bulbous,pendant,white
edible,no,crowded,broad,pink,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,orange,bulbous,pendant,buff
edible,no,close,broad,orange,bulbous,pendant,buff
edible,yes,close,broad,white,bulbous,pendant,white
edible,no,crowded,broad,gray,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,white,bulbous,pendant,white
poisonous,no,close,broad,yellow,club,none,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,orange,bulbous,pendant,yellow
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,white,bulbous,pendant,white
edible,no,crowded,broad,pink,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,pink,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,gray,bulbous,pendant,white
poisonous,no,crowded,narrow,yellow,club,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,gray,bulbous,pendant,white
edible,no,close,broad,brown,bulbous,pendant,yellow
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,orange,bulbous,pendant,brown
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,pink,bulbous,pendant,white
edible,no,close,broad,brown,bulbous,pendant,brown
edible,no,close,broad,yellow,bulbous,pendant,brown
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,yes,close,broad,white,bulbous,pendant,white
edible,no,crowded,broad,white,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,pink,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,yes,close,broad,white,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,yellow,bulbous,pendant,buff
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,brown,bulbous,pendant,orange
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,pink,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,brown,bulbous,pendant,orange
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,pink,bulbous,pendant,white
edible,no,close,broad,brown,bulbous,pendant,orange
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,yes,close,broad,white,bulbous,pendant,white
edible,no,crowded,broad,gray,bulbous,pendant,white
edible,no,crowded,broad,white,bulbous,pendant,white
edible,no,close,broad,brown,bulbous,pendant,buff
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,white,bulbous,pendant,white
edible,no,crowded,broad,pink,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,yellow,bulbous,pendant,buff
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,brown,bulbous,pendant,yellow
edible,no,crowded,broad,gray,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,white,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,orange,bulbous,pendant,orange
edible,no,crowded,broad,gray,bulbous,pendant,white
poisonous,no,close,broad,white,club,none,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,white,bulbous,pendant,white
poisonous,no,close,broad,yellow,club,none,white
edible,yes,close,broad,white,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,crowded,narrow,yellow,club,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,broad,yellow,club,none,white
edible,no,crowded,broad,pink,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,brown,bulbous,pendant,yellow
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,pink,bulbous,pendant,white
edible,no,crowded,broad,gray,bulbous,pendant,white
edible,no,crowded,broad,white,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,orange,bulbous,pendant,orange
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,gray,bulbous,pendant,white
edible,no,crowded,broad,pink,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,brown,bulbous,pendant,orange
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,yellow,bulbous,pendant,buff
edible,no,close,broad,orange,bulbous,pendant,brown
edible,no,crowded,broad,gray,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,brown,bulbous,pendant,brown
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,gray,bulbous,pendant,white
edible,no,crowded,broad,pink,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,brown,bulbous,pendant,buff
edible,no,crowded,broad,pink,bulbous,pendant,white
edible,no,close,broad,white,bulbous,pendant,white
edible,no,crowded,broad,gray,bulbous,pendant,white
edible,no,crowded,broad,gray,bulbous,pendant,white
poisonous,no,close,broad,yellow,club,none,white
edible,no,close,broad,yellow,bulbous,pendant,yellow
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,pink,bulbous,pendant,white
edible,no,crowded,broad,gray,bulbous,pendant,white
edible,no,crowded,broad,pink,bulbous,pendant,white
edible,no,close,broad,brown,bulbous,pendant,buff
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,yellow,bulbous,pendant,brown
edible,yes,close,broad,white,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,gray,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,pink,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,yellow,bulbous,pendant,buff
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,brown,bulbous,pendant,yellow
edible,no,crowded,broad,gray,bulbous,pendant,white
edible,no,crowded,broad,white,bulbous,pendant,white
edible,no,close,broad,brown,bulbous,pendant,buff
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,gray,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,white,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,white,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,gray,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,white,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,gray,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,gray,bulbous,pendant,white
edible,no,crowded,broad,gray,bulbous,pendant,white
edible,no,crowded,broad,white,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,white,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,pink,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,yes,close,broad,white,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,crowded,narrow,white,club,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,yes,close,broad,white,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,pink,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,pink,bulbous,pendant,white
edible,no,crowded,broad,gray,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,yellow,bulbous,pendant,brown
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,gray,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,brown,bulbous,pendant,orange
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,gray,bulbous,pendant,white
edible,no,crowded,broad,gray,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,crowded,broad,pink,bulbous,pendant,white
edible,no,close,broad,orange,bulbous,pendant,buff
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,no,close,broad,orange,bulbous,pendant,buff
edible,no,crowded,broad,white,bulbous,pendant,white
edible,no,crowded,broad,white,bulbous,pendant,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,broad,yellow,club,none,white
edible,no,close,broad,yellow,bulbous,pendant,yellow
